source_flow_id_encoded,source_flow_final,source_source_ip,source_destination_ip,source_network_bytes,source_network_transport,source_timestamp,source_event_duration,source_destination_port,source_source_port,label
25453,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,53715.0,malicious
15791,0,905919982,3201763585,4545,1,1645797020003,699439,443.0,46134.0,benign
7979,1,905919982,3201805059,136,1,1645796693657,804241427,22.0,65352.0,malicious
23897,0,4027632609,4027632616,146,1,1645796289935,123027,31301.0,39708.0,malicious
30269,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,47137.0,malicious
42839,0,3201805056,3201805058,59714,1,1645796780003,1320373188,3306.0,51718.0,benign
24887,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,49147.0,malicious
15232,0,905919982,3201763601,130426,1,1645797500008,152115150,5601.0,51866.0,benign
26226,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,52959.0,malicious
28377,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,55815.0,malicious
30313,1,4027662305,4027632616,68,1,1645796693657,0,31301.0,58657.0,malicious
1303,0,3201805056,901724183,547,2,1645794450003,517308,53.0,41138.0,benign
12717,0,905919982,3201763612,421,1,1645793430000,112026,8500.0,47920.0,benign
24623,0,4027632609,4027632616,356,1,1645796570100,968245,31301.0,49977.0,malicious
20313,1,4027632609,4027632616,136,1,1645796693657,1104228805,31301.0,41045.0,malicious
9115,0,905919982,3201805059,146,1,1645796350003,97161623,22.0,55951.0,malicious
41580,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,37837.0,malicious
10859,0,905919982,3201805059,378,1,1645796289935,693696584,22.0,14026.0,malicious
1336,0,3201805056,901724183,547,2,1645795050001,159763,53.0,37306.0,benign
12187,1,905919982,3201763610,424,1,1645797020003,168476,9500.0,33350.0,benign
19267,0,4027632609,4027632616,356,1,1645796570100,166782,31301.0,57575.0,malicious
13082,0,905919982,3201763612,421,1,1645795760000,160782,8500.0,53902.0,benign
43218,0,3201805056,3201805058,4096,1,1645794560002,3639443,3306.0,42588.0,benign
20316,1,4027632609,4027632616,356,1,1645796610001,700359,31301.0,51029.0,malicious
40201,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,50363.0,malicious
16781,0,2130759677,2130759677,864,1,1645795440007,378154,9099.0,58162.0,benign
5443,1,905919982,3201805083,421,1,1645794970091,61810,8500.0,57590.0,benign
38984,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,42405.0,malicious
29848,1,4027662305,4027632616,68,1,1645796693657,0,31301.0,35615.0,malicious
28468,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,49413.0,malicious
19727,0,4027632609,4027632616,356,1,1645796570100,291175,31301.0,44879.0,malicious
44774,0,3201805064,3201805065,836,1,1645797270001,427954,6379.0,52268.0,benign
43155,0,3201805058,3201805056,3714,1,1645795070091,1764492,44364.0,3306.0,benign
6064,0,905919982,3201805082,421,1,1645795130002,149920,8500.0,50866.0,benign
8227,0,905919982,3201805059,146,1,1645796270003,120662,22.0,22868.0,malicious
40123,1,4027662305,4027632616,68,1,1645796693657,0,31301.0,59067.0,malicious
8293,0,905919982,3201805059,220,1,1645796270003,1835211,22.0,34391.0,malicious
8426,0,905919982,3201805059,502,1,1645796270003,2002525756,22.0,45677.0,malicious
29333,1,4027662305,4027632616,68,1,1645796693657,0,31301.0,35095.0,malicious
42117,0,3201805063,3201805061,757,1,1645794530095,564021,6379.0,60954.0,benign
8640,0,905919982,3201805059,356,1,1645796270003,399354481,22.0,31847.0,malicious
12687,1,905919982,3201763612,421,1,1645794980011,156579,8500.0,51754.0,benign
2550,1,3201805056,3201768134,293,2,1645794280001,48521,53.0,55818.0,benign
18832,0,3201805063,3600376759,132,1,1645796860091,42207,4444.0,57126.0,malicious
4768,1,905919982,3201805083,421,1,1645792720091,87975,8500.0,51276.0,benign
12139,0,905919982,3201763610,424,1,1645795760000,123967,9500.0,58148.0,benign
20261,0,4027632609,4027632616,146,1,1645796360094,242864,31301.0,60242.0,malicious
41301,1,4027662305,4027632616,68,1,1645796693657,0,31301.0,33225.0,malicious
42708,1,3201805056,3201805058,507986,1,1645795180001,210193650,3306.0,44770.0,benign
27258,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,42479.0,malicious
35220,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,58220.0,malicious
24237,0,4027632609,4027632616,220,1,1645796289935,274746,31301.0,35370.0,malicious
18996,0,3201805063,3600376759,132,1,1645796457240,38510,4444.0,54956.0,malicious
11729,1,905919982,3201805059,356,1,1645796610001,94526,22.0,24061.0,malicious
1438,1,3201805057,901724183,196,2,1645794100002,90961720,53.0,46102.0,benign
46080,0,9223372036854775807,9223372036854775807,172,1,1645797930001,32164,9099.0,35158.0,benign
18496,1,2130759137,2130759677,816,1,1645792060105,30196527638,45244.0,10250.0,benign
18587,0,1776616432,3201805056,112,1,1645797020005,17378,54950.0,80.0,benign
14319,1,905919982,3201763613,433,1,1645794350007,294619,8500.0,51848.0,benign
14780,0,905919982,3201763613,421,1,1645791930008,338580,8500.0,45822.0,benign
29700,1,4027662305,4027632616,68,1,1645796693657,0,31301.0,34585.0,malicious
1858,1,3201805072,3201768134,305,2,1645791610001,669332,53.0,41396.0,benign
39202,0,4027662305,4027632616,68,1,1645796457240,0,31301.0,58280.0,malicious
7722,0,905919982,3201805059,356,1,1645796570100,107868971,22.0,29773.0,malicious
42080,1,3201805063,3201805061,2107,1,1645796770001,331232,6379.0,41916.0,benign
33877,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,56155.0,malicious
8788,0,905919982,3201805059,146,1,1645796270003,405419,22.0,7038.0,malicious
28199,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,47617.0,malicious
12275,1,905919982,3201763610,424,1,1645793030007,104330,9500.0,51066.0,benign
31745,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,51003.0,malicious
9131,0,905919982,3201805059,1506,1,1645796289935,1500477248,22.0,22925.0,malicious
29458,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,38677.0,malicious
24465,0,4027632609,4027632616,356,1,1645796570100,296058573,31301.0,60722.0,malicious
8896,0,905919982,3201805059,68,1,1645796570100,0,22.0,55667.0,malicious
34079,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,44639.0,malicious
17295,0,2130759677,2130759677,864,1,1645795260093,105980,9099.0,35958.0,benign
24904,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,49403.0,malicious
10046,0,905919982,3201805059,146,1,1645796289935,60100,22.0,58022.0,malicious
27172,1,4027662305,4027632616,68,1,1645796693657,0,31301.0,57833.0,malicious
1759,1,3201805084,3201768133,329,2,1645791790294,250511,53.0,5314.0,benign
33756,0,4027662305,4027632616,68,1,1645796457240,0,31301.0,56918.0,malicious
18721,0,3201805056,3600376823,228,1,1645797750092,2997494640,1337.0,49232.0,benign
251,0,3201805062,901724183,542,2,1645795110203,388203,53.0,49477.0,benign
47300,0,9223372036854775807,9223372036854775807,172,1,1645797870002,21272,9099.0,35012.0,benign
3328,0,3201763611,3201768134,305,2,1645791610007,136704,53.0,1931.0,benign
15503,0,905919982,3201763585,4648,1,1645798060001,736073,443.0,49396.0,benign
3573,0,905919982,1776616432,1114,1,1645795660001,5002932,80.0,27992.0,benign
18921,1,3201805063,3600376759,132,1,1645797070001,236963,4444.0,57968.0,malicious
39825,1,4027662305,4027632616,136,1,1645796693657,1411979383,31301.0,60849.0,malicious
41370,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,50889.0,malicious
28889,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,53519.0,malicious
27390,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,46317.0,malicious
12664,1,905919982,3201763612,421,1,1645795850007,122996,8500.0,54052.0,benign
30377,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,37671.0,malicious
18910,0,3201805063,3600376759,132,1,1645797000003,36219,4444.0,57702.0,malicious
31693,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,37691.0,malicious
19919,0,4027632609,4027632616,1266,1,1645796289935,2503640166,31301.0,60996.0,malicious
31055,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,47917.0,malicious
16613,0,2130759677,2130759677,863,1,1645795560008,101846492,9099.0,58396.0,benign
14914,0,905919982,3201763601,114166,1,1645797950007,94644521,5601.0,53268.0,benign
22083,0,4027632609,4027632616,356,1,1645796570100,3225036,31301.0,58537.0,malicious
7244,0,3201805059,905919982,136,1,1645796270003,3923687,14120.0,22.0,benign
7449,0,905919982,3201805059,356,1,1645796570100,706236,22.0,27185.0,malicious
21965,0,4027632609,4027632616,204,1,1645796270003,84572914,31301.0,38820.0,malicious
20757,0,4027632609,4027632616,356,1,1645796360094,292985042,31301.0,44136.0,malicious
29291,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,44562.0,malicious
23139,0,4027632609,4027632616,146,1,1645796289935,137044,31301.0,39900.0,malicious
41047,1,4027662305,4027632616,68,1,1645796693657,0,31301.0,35781.0,malicious
13369,0,905919982,3201763612,421,1,1645794930003,133999,8500.0,51644.0,benign
23720,0,4027632609,4027632616,146,1,1645796360094,3059050,31301.0,60436.0,malicious
43494,0,3201805056,3201805058,170770,1,1645796620001,500341683,3306.0,51104.0,benign
25689,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,46551.0,malicious
45416,0,9223372036854775807,9223372036854775807,172,1,1645794320002,31504,9099.0,49166.0,benign
3796,0,905919982,3600376759,138,1,1645797090095,20080,4444.0,1601.0,malicious
39920,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,48567.0,malicious
41255,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,51659.0,malicious
26291,1,4027662305,4027632616,68,1,1645796693657,0,31301.0,34781.0,malicious
23834,1,4027632609,4027632616,136,1,1645796693657,86238542,31301.0,33050.0,malicious
34033,1,4027662305,4027632616,136,1,1645796693657,1411274296,31301.0,60767.0,malicious
29668,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,55835.0,malicious
35387,1,4027662305,4027632616,68,1,1645796693657,0,31301.0,40563.0,malicious
13372,1,905919982,3201763612,489,1,1645797140007,96465,8500.0,57788.0,benign
11783,0,905919982,3201805059,158,1,1645796350003,96518654,22.0,25855.0,malicious
18053,0,2130759677,2130759677,863,1,1645792800008,224397,9099.0,51370.0,benign
10237,0,905919982,3201805059,146,1,1645796289935,42923,22.0,2750.0,malicious
25201,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,44796.0,malicious
15190,0,905919982,3201763601,3572,1,1645792420000,2001830,5601.0,38282.0,benign
26783,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,55271.0,malicious
26558,1,4027662305,4027632616,68,1,1645796693657,0,31301.0,35041.0,malicious
3939,0,905919982,3600376759,138,1,1645796120095,19198,4444.0,40364.0,malicious
33399,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,38737.0,malicious
43491,0,3201805056,3201805058,1410794,1,1645795320002,291458340,3306.0,45216.0,benign
32080,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,38461.0,malicious
37227,1,4027662305,4027632616,68,1,1645796693657,0,31301.0,58767.0,malicious
43072,1,3201805056,3201805058,51156,1,1645794490001,395580332,3306.0,42298.0,benign
15183,0,905919982,3201763601,49106,1,1645795360001,499488467,5601.0,45700.0,benign
11377,1,905919982,3201805059,356,1,1645796610001,440280,22.0,32751.0,malicious
15308,0,905919982,3201763601,118146,1,1645797370000,33991779,5601.0,51386.0,benign
11363,1,905919982,3201805059,356,1,1645796610001,684448,22.0,59118.0,malicious
28158,1,4027662305,4027632616,68,1,1645796693657,0,31301.0,37121.0,malicious
43623,0,3201805056,3201805058,53106,1,1645795640001,1102668531,3306.0,46786.0,benign
3822,0,905919982,3600376759,138,1,1645797000003,26841,4444.0,62294.0,malicious
45647,0,9223372036854775807,9223372036854775807,172,1,1645792420000,36988,9099.0,36380.0,benign
34853,1,4027662305,4027632616,68,1,1645796693657,0,31301.0,35691.0,malicious
35348,1,4027662305,4027632616,68,1,1645796693657,0,31301.0,56174.0,malicious
7919,1,905919982,3201805059,136,1,1645796693657,505597421,22.0,49221.0,malicious
1205,1,3201805056,901724183,307,2,1645797670001,137494,53.0,58006.0,benign
35684,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,43895.0,malicious
35237,1,4027662305,4027632616,68,1,1645796693657,0,31301.0,35181.0,malicious
9775,0,3201805059,905919982,204,1,1645796289935,108251492,61336.0,22.0,benign
6916,1,905919982,3201805059,356,1,1645796610001,93309,22.0,54297.0,malicious
17501,1,2130759677,2130759677,863,1,1645794980011,111066,9099.0,56830.0,benign
8240,0,905919982,3201805059,146,1,1645796289935,69064,22.0,8021.0,malicious
7365,0,905919982,3201805059,356,1,1645796570100,491783,22.0,60735.0,malicious
8040,1,905919982,3201805059,136,1,1645796693657,804927646,22.0,24395.0,malicious
24565,0,4027632609,4027632616,146,1,1645796360094,2818509,31301.0,60470.0,malicious
27688,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,54001.0,malicious
38051,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,37787.0,malicious
45464,1,9223372036854775807,9223372036854775807,172,1,1645793170002,28895,9099.0,46086.0,benign
5201,1,905919982,3201805083,421,1,1645798150096,269303,8500.0,42170.0,benign
25534,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,44241.0,malicious
21217,0,4027632609,4027632616,434,1,1645796270003,1794808342,31301.0,41358.0,malicious
6404,0,905919982,3201805059,220,1,1645796270003,104375738,22.0,10754.0,malicious
35166,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,47727.0,malicious
29215,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,41489.0,malicious
18424,0,2130759677,2130759137,2140,1,1645796860000,49817397872,10250.0,42606.0,benign
43997,1,3201768135,3201805056,40624,1,1645796170001,903867876,80.0,34328.0,benign
9052,0,905919982,3201805059,146,1,1645796270003,112428,22.0,59514.0,malicious
24292,0,4027632609,4027632616,146,1,1645796289935,114729,31301.0,39724.0,malicious
1544,1,3201805068,901724183,542,2,1645797430001,293251,53.0,34178.0,benign
38315,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,40863.0,malicious
16570,1,2130759677,2130759677,864,1,1645792250009,474489,9099.0,49944.0,benign
38949,1,4027662305,4027632616,68,1,1645796693657,0,31301.0,33445.0,malicious
36869,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,43141.0,malicious
22888,0,4027632609,4027632616,146,1,1645796270003,112100,31301.0,40912.0,malicious
23742,0,4027632609,4027632616,356,1,1645796289935,2004134,31301.0,34582.0,malicious
20594,0,4027632609,4027632616,356,1,1645796570100,1782775,31301.0,44897.0,malicious
40026,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,42165.0,malicious
38003,0,4027662305,4027632616,68,1,1645796457240,0,31301.0,53142.0,malicious
20538,0,4027632609,4027632616,146,1,1645796270003,98263,31301.0,40302.0,malicious
6454,1,905919982,3201805059,136,1,1645796693657,1329447,22.0,64772.0,malicious
6446,1,905919982,3201805059,136,1,1645796693657,797491578,22.0,28676.0,malicious
35265,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,42605.0,malicious
5967,0,905919982,3201805082,421,1,1645791610001,65669,8500.0,41112.0,benign
21876,0,4027632609,4027632616,356,1,1645796570100,296393388,31301.0,60846.0,malicious
27719,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,44018.0,malicious
2833,1,3201805056,3201768134,574,2,1645796860091,225776,53.0,51614.0,benign
2832,0,3201805056,3201768134,547,2,1645797810091,229787,53.0,41630.0,benign
40021,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,44981.0,malicious
11178,0,905919982,3201805059,152,1,1645796370003,154532,22.0,8151.0,malicious
19301,0,4027632609,4027632616,146,1,1645796360094,3211594,31301.0,60392.0,malicious
41552,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,58060.0,malicious
20392,0,4027632609,4027632616,356,1,1645796360094,84026880,31301.0,43096.0,malicious
36176,1,4027662305,4027632616,68,1,1645796693657,0,31301.0,32895.0,malicious
20042,0,4027632609,4027632616,356,1,1645796289935,1228503,31301.0,34890.0,malicious
20518,1,4027632609,4027632616,136,1,1645796693657,599702148,31301.0,41325.0,malicious
35875,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,45174.0,malicious
36270,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,44668.0,malicious
2783,0,3201805056,3201768134,547,2,1645798080002,141330,53.0,35195.0,benign
42322,0,3201805062,3201763586,3160,1,1645795800001,808371,6379.0,58932.0,benign
13258,0,905919982,3201763612,421,1,1645795410001,179186,8500.0,52902.0,benign
30531,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,47397.0,malicious
34971,1,4027662305,4027632616,68,1,1645796693657,0,31301.0,34921.0,malicious
8840,0,905919982,3201805059,146,1,1645796289935,11335,22.0,9073.0,malicious
18416,1,2130759677,2130759137,618061,1,1645798150096,476076834081,10250.0,36948.0,benign
47206,0,9223372036854775807,9223372036854775807,172,1,1645797500092,24555,9099.0,33976.0,benign
26853,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,42981.0,malicious
29436,1,4027662305,4027632616,68,1,1645796693657,0,31301.0,32789.0,malicious
30292,0,4027662305,4027632616,68,1,1645796457240,0,31301.0,57121.0,malicious
15420,1,3201763601,905919982,114276,1,1645793300008,294232,40424.0,5601.0,benign
10922,0,905919982,3201805059,68,1,1645796630002,0,22.0,42956.0,malicious
41307,1,4027662305,4027632616,68,1,1645796693657,0,31301.0,34761.0,malicious
35661,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,38007.0,malicious
42807,1,3201805056,3201805058,259530,1,1645797550001,300059205,3306.0,55030.0,benign
4625,0,905919982,3201805083,421,1,1645793490011,93312,8500.0,53288.0,benign
13361,0,905919982,3201763612,421,1,1645797370000,69011,8500.0,58554.0,benign
6973,0,905919982,3201805059,356,1,1645796560002,106058503,22.0,47644.0,malicious
10757,1,905919982,3201805059,136,1,1645796693657,505755248,22.0,3270.0,malicious
11005,0,905919982,3201805059,146,1,1645796289935,196079,22.0,26079.0,malicious
31444,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,41783.0,malicious
5239,0,905919982,3201805083,421,1,1645794390003,217430,8500.0,55748.0,benign
38671,0,4027662305,4027632616,68,1,1645796457240,0,31301.0,53152.0,malicious
5859,0,905919982,3201805082,421,1,1645792500005,63005,8500.0,43380.0,benign
5862,1,905919982,3201805082,421,1,1645795750001,81908,8500.0,53364.0,benign
44097,0,3201768135,3201805056,28160,1,1645793040001,5592544904,80.0,8753.0,benign
46114,0,9223372036854775807,9223372036854775807,172,1,1645792840113,18025,9099.0,37466.0,benign
1225,0,3201805056,901724183,547,2,1645794530095,311474,53.0,59036.0,benign
27529,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,44275.0,malicious
10705,0,905919982,3201805059,146,1,1645796270003,50277,22.0,26308.0,malicious
10493,0,905919982,3201805059,356,1,1645796570100,373242,22.0,42682.0,malicious
40155,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,38587.0,malicious
42451,0,3201768135,3201805062,5306,1,1645794710001,40483490055,80.0,9163.0,benign
17767,0,2130759677,2130759677,204,1,1645796240000,67006,9099.0,60144.0,benign
33332,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,51283.0,malicious
10180,1,905919982,3201805059,136,1,1645796693657,797577195,22.0,9900.0,malicious
18807,0,3201805063,3600376759,132,1,1645796970001,79294,4444.0,57612.0,malicious
977,0,3201805056,901724183,547,2,1645797570092,124654,53.0,55394.0,benign
8255,0,905919982,3201805059,220,1,1645796270003,104410966,22.0,61525.0,malicious
33011,1,4027662305,4027632616,68,1,1645796693657,0,31301.0,40527.0,malicious
27162,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,54761.0,malicious
13394,0,905919982,3201763612,421,1,1645792470312,443569,8500.0,45506.0,benign
6784,0,905919982,3201805059,356,1,1645796570100,1757255,22.0,50451.0,malicious
33398,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,38481.0,malicious
11417,0,3201805059,905919982,136,1,1645796360094,13069237,46561.0,22.0,benign
42983,1,3201805056,3201805058,57450,1,1645792240092,562753939,3306.0,36390.0,benign
10099,0,905919982,3201805059,356,1,1645796570100,107125810,22.0,65448.0,malicious
47079,1,9223372036854775807,9223372036854775807,172,1,1645797220002,49868,9099.0,32936.0,benign
34016,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,44122.0,malicious
44013,1,3201768135,3201805056,3598,1,1645794280001,4599875903,80.0,65308.0,benign
32366,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,43585.0,malicious
2613,0,3201805056,3201768134,364,2,1645795110203,1407407,53.0,36671.0,benign
19009,0,3201805063,3600376759,132,1,1645796130001,40491,4444.0,53686.0,malicious
960,0,3201805056,901724183,547,2,1645796240003,5802633,53.0,46947.0,benign
45965,0,9223372036854775807,9223372036854775807,172,1,1645797500008,113310,9099.0,49988.0,benign
23172,1,4027632609,4027632616,356,1,1645796610001,1719282,31301.0,51469.0,malicious
32464,1,4027662305,4027632616,136,1,1645796693657,1589379619,31301.0,59207.0,malicious
42036,0,3201763601,3201805073,4256467,1,1645798160009,6600773706688,9200.0,48496.0,benign
23838,0,4027632609,4027632616,146,1,1645796289935,59221,31301.0,34330.0,malicious
24334,1,4027632609,4027632616,136,1,1645796693657,905371827,31301.0,40765.0,malicious
35350,0,4027662305,4027632616,68,1,1645796457240,0,31301.0,57710.0,malicious
35690,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,45431.0,malicious
40218,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,54715.0,malicious
14575,1,905919982,3201763613,433,1,1645797500008,316748,8500.0,60608.0,benign
41388,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,55497.0,malicious
23617,0,4027632609,4027632616,356,1,1645796270003,10096386238,31301.0,56848.0,malicious
44800,0,3201763588,3201805065,2368,1,1645797630001,812409,6379.0,47330.0,benign
2048,0,3201805062,3201768133,542,2,1645795050001,133205,53.0,36397.0,benign
12631,0,905919982,3201763612,421,1,1645797020003,116604,8500.0,57390.0,benign
209,0,3201805062,901724183,542,2,1645795810091,173300,53.0,57338.0,benign
31496,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,55095.0,malicious
13632,0,905919982,3201763612,421,1,1645794750001,105631,8500.0,51186.0,benign
35346,0,4027662305,4027632616,68,1,1645796457240,0,31301.0,53358.0,malicious
4641,0,905919982,3201805083,421,1,1645796930091,181688,8500.0,38188.0,benign
1632,1,3201763587,901724183,542,2,1645796090001,176676,53.0,48224.0,benign
14649,0,905919982,3201763613,421,1,1645797840009,109464,8500.0,33490.0,benign
26930,0,4027662305,4027632616,68,1,1645796457240,0,31301.0,53222.0,malicious
14603,0,905919982,3201763613,421,1,1645793520007,91445,8500.0,49864.0,benign
10763,0,905919982,3201805059,220,1,1645796270003,90337661,22.0,24262.0,malicious
27236,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,40943.0,malicious
12870,0,905919982,3201763612,421,1,1645794490000,267341,8500.0,50514.0,benign
35673,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,41079.0,malicious
40002,1,4027662305,4027632616,68,1,1645796693657,0,31301.0,36021.0,malicious
27186,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,44778.0,malicious
47213,0,9223372036854775807,9223372036854775807,172,1,1645795410001,40449,9099.0,52920.0,benign
37103,1,4027662305,4027632616,68,1,1645796693657,0,31301.0,35721.0,malicious
44561,0,3201768135,3201805056,17604,1,1645795640001,104600226,80.0,50339.0,benign
9802,0,905919982,3201805059,356,1,1645796270003,404414024,22.0,32154.0,malicious
19529,0,4027632609,4027632616,356,1,1645796270003,403800460,31301.0,39156.0,malicious
2433,0,3201805056,3201768133,547,2,1645794750091,109568,53.0,58804.0,benign
27899,1,4027662305,4027632616,68,1,1645796693657,0,31301.0,39413.0,malicious
24616,0,4027632609,4027632616,356,1,1645796560002,221624,31301.0,46393.0,malicious
34440,1,4027662305,4027632616,68,1,1645796693657,0,31301.0,35425.0,malicious
40858,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,54721.0,malicious
21074,0,4027632609,4027632616,356,1,1645796620001,145334,31301.0,53623.0,malicious
34067,1,4027662305,4027632616,68,1,1645796693657,0,31301.0,37471.0,malicious
42396,0,3201768135,3201805062,27666,1,1645795490095,13654550246,80.0,13612.0,benign
15140,0,905919982,3201763601,118902,1,1645794750001,296857956,5601.0,44146.0,benign
35360,1,4027662305,4027632616,136,1,1645796693657,997222151,31301.0,58227.0,malicious
7982,0,905919982,3201805059,220,1,1645796270003,317436,22.0,53576.0,malicious
39779,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,49073.0,malicious
28826,1,4027662305,4027632616,68,1,1645796693657,0,31301.0,37391.0,malicious
4884,0,905919982,3201805083,421,1,1645795640001,163927,8500.0,60518.0,benign
36267,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,56191.0,malicious
39648,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,41139.0,malicious
25706,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,50903.0,malicious
45202,0,3201763610,3201763612,3134,1,1645796700007,832616,8500.0,56484.0,benign
9957,0,905919982,3201805059,146,1,1645796360094,97329675,22.0,11426.0,malicious
4922,0,905919982,3201805083,421,1,1645793830091,91250,8500.0,54128.0,benign
47343,0,9223372036854775807,9223372036854775807,172,1,1645792630091,16259,9099.0,44746.0,benign
9978,0,905919982,3201805059,146,1,1645796270003,288120,22.0,65187.0,malicious
23028,0,4027632609,4027632616,714,1,1645796289935,1572151602,31301.0,60886.0,malicious
27304,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,54255.0,malicious
7986,0,905919982,3201805059,502,1,1645796270003,2002272642,22.0,14153.0,malicious
13398,0,905919982,3201763612,433,1,1645796730010,197434,8500.0,56514.0,benign
40933,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,40903.0,malicious
40628,0,4027662305,4027632616,68,1,1645796457240,0,31301.0,53182.0,malicious
46135,0,9223372036854775807,9223372036854775807,172,1,1645795070000,21819,9099.0,43100.0,benign
41672,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,42958.0,malicious
14759,0,905919982,3201763613,421,1,1645794150025,151339,8500.0,51434.0,benign
10380,1,905919982,3201805059,136,1,1645796693657,199571835,22.0,60084.0,malicious
12662,0,905919982,3201763612,421,1,1645793430000,65652,8500.0,47908.0,benign
33154,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,43085.0,malicious
39058,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,42918.0,malicious
38594,1,4027662305,4027632616,68,1,1645796693657,0,31301.0,39843.0,malicious
16450,0,2130759677,2130759677,863,1,1645797970191,452188,9099.0,47114.0,benign
6854,0,905919982,3201805059,146,1,1645796289935,116584,22.0,42262.0,malicious
15445,1,905919982,3201763601,82266,1,1645795700001,60240537,5601.0,46578.0,benign
29384,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,52503.0,malicious
8274,0,905919982,3201805059,502,1,1645796270003,2000278805,22.0,62806.0,malicious
27310,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,55791.0,malicious
27682,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,52465.0,malicious
36477,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,41859.0,malicious
31502,1,4027662305,4027632616,68,1,1645796500321,0,31301.0,33332.0,malicious
11058,1,905919982,3201805059,136,1,1645796693657,1104124418,22.0,20690.0,malicious
46179,1,9223372036854775807,9223372036854775807,172,1,1645792930001,16694,9099.0,45410.0,benign
18495,0,2130759677,2130759137,563975,1,1645794990108,310294125429,10250.0,37820.0,benign
